  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000  1.00000  0.08839  0.08839  1.00000  0.08839  0.08839  0.00000  0.08839  0.08839  0.00000  0.08839  0.08839  1.00000  0.17678  0.17678  1.00000  0.17678  0.17678  0.00000  0.17678  0.17678  0.00000  0.17678  0.17678  1.00000  0.26517  0.26517  1.00000  0.26517  0.26517  0.00000  0.26517  0.26517  0.00000  0.26517  0.26517  1.00000  0.35355  0.35355  1.00000  0.35355  0.35355  0.00000  0.35355  0.35355  0.00000  0.35355  0.35355  1.00000  0.44194  0.44194  1.00000  0.44194  0.44194  0.00000  0.44194  0.44194  0.00000  0.44194  0.44194  1.00000  0.53033  0.53033  1.00000  0.53033  0.53033  0.00000  0.53033  0.53033  0.00000  0.53033  0.53033  1.00000  0.61872  0.61872  1.00000  0.61872  0.61872  0.00000  0.61872  0.61872  0.00000  0.61872  0.61872  1.00000  0.70711  0.70711  1.00000  0.70711  0.70711  0.00000

  0.00100  0.00000 -0.00000 -0.00000 -0.00000 -0.00000  1.00000  0.08839  0.08839  1.00000  0.08839  0.08839  0.00000  0.08839  0.08839  0.00000  0.08839  0.08839  1.00000  0.17678  0.17678  1.00000  0.17678  0.17678  0.00000  0.17678  0.17678  0.00000  0.17678  0.17678  1.00000  0.26517  0.26516  1.00000  0.26517  0.26516  0.00000  0.26517  0.26516  0.00000  0.26517  0.26516  1.00000  0.35355  0.35355  1.00000  0.35355  0.35355  0.00000  0.35355  0.35355  0.00000  0.35355  0.35355  1.00000  0.44194  0.44194  1.00000  0.44194  0.44194  0.00000  0.44194  0.44194  0.00000  0.44194  0.44194  1.00000  0.53033  0.53033  1.00000  0.53033  0.53033  0.00000  0.53033  0.53033  0.00000  0.53033  0.53033  1.00000  0.61872  0.61872  1.00000  0.61872  0.61872  0.00000  0.61872  0.61872  0.00000  0.61872  0.61872  1.00000  0.70711  0.70711  1.00000  0.70711  0.70711  0.00000

  0.00200 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000  1.00000  0.08839  0.08838  1.00000  0.08839  0.08838 -0.00000  0.08839  0.08838  0.00000  0.08839  0.08838  1.00000  0.17678  0.17677  1.00000  0.17678  0.17677  0.00000  0.17678  0.17677 -0.00000  0.17678  0.17677  1.00000  0.26517  0.26516  1.00000  0.26517  0.26516  0.00000  0.26517  0.26516 -0.00000  0.26517  0.26516  1.00000  0.35356  0.35355  1.00000  0.35356  0.35355 -0.00000  0.35356  0.35355  0.00000  0.35356  0.35355  1.00000  0.44194  0.44194  1.00000  0.44194  0.44194  0.00000  0.44194  0.44194  0.00000  0.44194  0.44194  1.00000  0.53033  0.53033  1.00000  0.53033  0.53033  0.00000  0.53033  0.53033  0.00000  0.53033  0.53033  1.00000  0.61872  0.61872  1.00000  0.61872  0.61872  0.00000  0.61872  0.61872  0.00000  0.61872  0.61872  1.00000  0.70711  0.70711  1.00000  0.70711  0.70711  0.00000

  0.00300 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000  1.00000  0.08840  0.08838  1.00000  0.08840  0.08838 -0.00000  0.08840  0.08838  0.00000  0.08840  0.08838  1.00000  0.17679  0.17676  1.00000  0.17679  0.17676  0.00000  0.17679  0.17676 -0.00000  0.17679  0.17676  1.00000  0.26517  0.26516  1.00000  0.26517  0.26516  0.00000  0.26517  0.26516 -0.00000  0.26517  0.26516  1.00000  0.35356  0.35355  1.00000  0.35356  0.35355 -0.00000  0.35356  0.35355  0.00000  0.35356  0.35355  1.00000  0.44195  0.44194  1.00000  0.44195  0.44194  0.00000  0.44195  0.44194  0.00000  0.44195  0.44194  1.00000  0.53033  0.53033  1.00000  0.53033  0.53033  0.00000  0.53033  0.53033  0.00000  0.53033  0.53033  1.00000  0.61872  0.61872  1.00000  0.61872  0.61872  0.00000  0.61872  0.61872  0.00000  0.61872  0.61872  1.00000  0.70711  0.70710  1.00000  0.70711  0.70710  0.00000

  0.00400  0.00000  0.00000 -0.00000  0.00000  0.00000  1.00000  0.08841  0.08837  1.00000  0.08841  0.08837 -0.00000  0.08841  0.08837  0.00000  0.08841  0.08837  1.00000  0.17680  0.17675  1.00000  0.17680  0.17675 -0.00000  0.17680  0.17675 -0.00000  0.17680  0.17675  1.00000  0.26518  0.26515  1.00000  0.26518  0.26515  0.00000  0.26518  0.26515  0.00000  0.26518  0.26515  1.00000  0.35357  0.35354  1.00000  0.35357  0.35354 -0.00000  0.35357  0.35354  0.00000  0.35357  0.35354  1.00000  0.44195  0.44193  1.00000  0.44195  0.44193  0.00000  0.44195  0.44193  0.00000  0.44195  0.44193  1.00000  0.53034  0.53032  1.00000  0.53034  0.53032  0.00000  0.53034  0.53032  0.00000  0.53034  0.53032  1.00000  0.61873  0.61871  1.00000  0.61873  0.61871  0.00000  0.61873  0.61871  0.00000  0.61873  0.61871  1.00000  0.70711  0.70710  1.00000  0.70711  0.70710  0.00000

